tipo_do_animal;raca;idade;genero;peso;duracao;perda_de_apetite;vomito;diarreia;tosse;dificuldade_para_respirar;dificuldade_para_locomover;problemas_na_pele;secrecao_nasal;secrecao_ocular;batimento_cardiaco;agitacao;andar_em_circulos;aumento_apetite;cera_excessiva_nas_orelhas;coceira;desidratacao;desmaio;dificuldade_para_urinar;dor;espamos_musculares;espirros;febre;fraqueza;inchaco;lambedura;letargia;lingua_azulada;perda_de_pelos;perda_de_peso;ranger_de_dentes;ronco;salivacao;suor_alterado;classe_doenca
vaca;dexter;3;1;450;5;1;0;0;1;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;5;1;10;3;1;1;1;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cabra;toggenburg;7;0;65;5;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;guernsey;4;1;590;5;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;boer;5;0;68;6;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;2.1;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sem_raca_definida_(srd);1;1;2.5;2;0;1;1;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;yorkshire;2;0;120;4;1;0;0;1;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
porco;tamworth;3;1;100;4;1;0;0;1;0;0;0;1;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;550;5;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;duroc;3;1;110;5;1;0;0;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;3.1;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;devon_rex;6;1;3.1;9;1;1;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
cachorro;golden_retriever;7;1;30;6;1;1;1;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;shih_tzu;8;0;8;5;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;0;45;5;1;0;0;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;limousin;2;1;550;4;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;scottish_fold;5;0;3.1;6;1;0;0;1;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;akita;6;1;35;6;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;ayrshire;7;0;550;6;1;0;0;1;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;akita;6;1;35;6;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;poodle;7;0;15;4;1;1;1;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;labrador;4;1;25;3;1;1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;akita;6;1;35;6;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);7;0;8;3;1;1;1;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
vaca;simental;8;0;630;7;1;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);1;1;12;2;0;1;1;0;0;0;0;0;0;135;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;toggenburg;7;0;65;5;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;limousin;2;1;550;4;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;500;5;1;0;0;1;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);3;0;12;4;1;1;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;40;5;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;dachshund_(salsicha);3;0;12;4;1;1;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;40;5;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;dexter;3;1;450;5;1;0;0;1;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;sphynx;4;1;4.1;5;1;1;1;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;3;1;6;2;1;1;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;2.1;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
coelho;mini_rex;2;1;2;3;1;0;1;0;0;0;0;0;0;155;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;gastrointestinal
cachorro;sem_raca_definida_(srd);3;1;28;4;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;rottweiler;7;0;35;3;1;1;1;0;0;0;0;0;0;127;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;9;1;2;2;1;1;1;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;pastor_alemao;4;1;32;3;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;duroc;3;1;110;5;1;0;0;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;scottish_fold;5;0;3.1;6;1;0;0;1;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;rottweiler;5;0;42;4;1;1;0;1;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;bengal;1;1;3.1;3;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;550;5;1;0;0;1;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;landrace;4;1;100;5;1;0;0;1;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;toggenburg;7;0;65;5;1;0;1;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;chihuahua;4;0;3.5;2;0;1;1;1;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
porco;duroc;3;1;110;5;1;0;0;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;40;5;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;5;1;10;3;1;1;1;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;buldogue;5;1;22;3;1;1;1;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
vaca;pardo_suico;3;0;580;5;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cachorro;golden_retriever;5;1;40;5;1;1;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;6;0;6.1;4;1;1;1;0;0;0;1;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
cachorro;beagle;1;1;10;2;1;1;1;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
cabra;boer;5;0;68;6;1;0;1;0;0;0;0;0;0;82;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;pardo_suico;3;0;580;5;1;0;1;0;0;0;0;0;0;85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;hereford;7;0;590;6;1;0;1;0;0;0;0;0;0;84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
vaca;sem_raca_definida;6;0;650;1;1;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;nenhuma
cachorro;buldogue_frances;1;0;10;5;0;0;0;0;1;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
vaca;nelore;7;1;800;3;0;0;0;0;0;1;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;nenhuma
vaca;angus;4;0;650;1;1;0;0;0;0;0;0;0;0;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;nenhuma
gato;britanico;4;0;5.8;2;0;0;0;1;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cachorro;pug;1;0;8;12;0;0;0;0;1;0;0;0;0;140;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
cachorro;sem_raca_definida;3;1;18;30;0;0;0;0;1;0;0;0;0;150;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;pit_bull;4;1;25;2;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;3;0;4.8;4;0;0;0;0;0;0;0;0;0;162;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
cavalo;crioulo;10;0;480;5;0;0;0;0;0;0;0;0;0;95;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;nenhuma
cachorro;beagle;1;0;10;30;0;0;0;0;0;0;0;0;0;160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;buldogue_frances;2;1;13;1;0;0;0;0;0;0;1;0;0;142;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cachorro;golden_retriever;3;1;30;30;0;0;0;0;1;0;0;0;0;145;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;yorkshire;6;0;3.5;1;0;0;0;0;0;0;0;0;1;135;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;quarto_de_milha;6;1;500;15;0;0;0;0;1;0;0;0;0;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;nenhuma
cachorro;sem_raca_definida;3;1;18;30;0;0;0;0;1;0;0;0;0;150;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;quarto_de_milha;7;1;550;10;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sphynx;1;0;4;7;0;0;0;0;0;0;1;0;0;180;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;siames;4;0;3.8;1;0;0;0;0;0;0;0;0;1;170;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;appaloosa;7;1;550;10;0;0;0;0;0;0;0;0;0;80;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;ragdoll;6;1;6.5;18;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;pug;5;1;9;2;0;0;0;0;1;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
coelho;holland_lop;1;0;2;10;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;1;0;3.8;7;0;0;0;0;0;0;1;0;0;190;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;golden_retriever;5;0;28;6;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;britanico;4;0;5.8;2;0;0;0;1;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;1;0;3.8;7;0;0;0;0;0;0;1;0;0;190;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;puro-sangue;9;1;520;10;0;0;0;0;0;0;0;0;0;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;britanico;4;0;5.8;2;0;0;0;1;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida_(srd);6;0;18;6;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;britanico;4;1;6;2;0;0;0;1;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cavalo;puro-sangue;9;1;520;10;0;0;0;0;0;0;0;0;0;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;lusitano;7;0;490;30;0;0;0;0;1;0;0;0;0;93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;nenhuma
cavalo;arabe;8;1;450;5;0;0;0;0;0;0;0;0;0;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;britanico;4;1;6;2;0;0;0;1;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
gato;siames;2;0;4;15;0;0;0;0;0;0;0;0;0;185;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;arabe;8;0;480;20;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;maine_coon;3;0;7;23;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;beagle;5;0;11;1;0;0;0;0;0;0;1;0;0;140;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
ovelha;merino;2;1;70;12;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;siames;2;0;4;15;0;0;0;0;0;0;0;0;0;185;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida;6;1;25;1;0;0;0;0;1;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
vaca;nelore;5;1;850;2;0;0;0;0;0;0;0;0;0;78;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;nenhuma
vaca;jersey;4;1;550;16;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;quarto_de_milha;7;1;550;10;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;shih_tzu;5;0;6;1;0;0;0;0;0;0;0;0;1;130;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;britanico;1;1;4;7;0;0;0;0;0;0;1;0;0;185;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;mangalarga;10;1;480;30;0;0;0;0;1;0;0;0;0;95;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;nenhuma
gato;sem_raca_definida_(srd);2;0;4;5;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
vaca;sem_raca_definida;4;1;750;3;0;0;0;0;0;1;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;nenhuma
vaca;holandesa;3;0;600;32;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;arabe;8;1;450;5;0;0;0;0;0;0;0;0;0;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
porco;yorkshire;1;1;100;35;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;chihuahua;4;0;2.5;5;0;0;0;0;0;0;0;0;0;170;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;1;0;3.8;7;0;0;0;0;0;0;1;0;0;190;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;pug;1;0;8;12;0;0;0;0;1;0;0;0;0;140;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
gato;persa;5;1;4.8;1;0;0;0;0;0;0;0;0;1;140;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida;4;1;20;45;0;0;0;0;1;0;0;0;0;158;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
vaca;holandesa;3;0;600;32;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cabra;boer;3;0;60;20;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;buldogue_frances;1;0;10;5;0;0;0;0;1;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
cachorro;golden_retriever;2;0;25;1;0;0;0;0;0;0;1;0;0;140;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cachorro;pit_bull;4;1;25;2;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;golden_retriever;3;1;30;30;0;0;0;0;1;0;0;0;0;145;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;2;0;4.2;10;0;0;0;0;0;0;0;0;0;170;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida;6;1;25;6;0;0;0;0;1;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
cavalo;arabe;8;0;480;20;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;border_collie;4;1;22;40;0;0;0;0;0;0;0;0;0;162;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;yorkshire;6;0;3.5;1;0;0;0;0;0;0;0;0;1;135;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cavalo;lusitano;9;0;500;10;0;0;0;0;0;0;0;0;0;90;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sphynx;3;1;4.5;2;0;0;0;0;0;0;1;0;0;165;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
gato;sem_raca_definida;1;0;3.8;7;0;0;0;0;0;0;1;0;0;190;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida;4;1;20;45;0;0;0;0;1;0;0;0;0;158;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;beagle;1;0;10;30;0;0;0;0;0;0;0;0;0;160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
gato;sphynx;3;1;4.5;2;0;0;0;0;0;0;1;0;0;165;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
gato;ragdoll;6;1;6.5;18;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nenhuma
cachorro;sem_raca_definida;2;0;12;1;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;nenhuma
cachorro;pug;1;0;8;12;0;0;0;0;1;0;0;0;0;140;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
gato;ragdoll;3;1;7;6;0;0;0;0;0;0;0;0;0;160;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;nenhuma
